bsdb,ref_idsys,id,L,spType,catalogue,filename,line
J134336.38-573523.8:c1,CCDM,13436-5735A,,K,CCDM,ccdm.dat,376780
J134336.38-573523.8:c1,WDS,13436-5735A,,K,WDS,wds.dat,937667
J134340.18-420403.2:c1,CCDM,13437-4204A,,B,CCDM,ccdm.dat,376824
J134340.18-420403.2:c1,WDS,13437-4204AB,,B,WDS,wds.dat,937701
J134340.18-420403.2:c1A,CCDM,13437-4204A,,B,CCDM,ccdm.dat,376828
J134340.18-420403.2:c1A,WDS,13437-4204A,,B,WDS,wds.dat,937705
J134340.18-420403.2:p1A-1B,WDS,13437-4204AB,,B,WDS,wds.dat,937703
J134340.77+133316.8:c1,CCDM,13437+1333A,,K,CCDM,ccdm.dat,376806
J134340.77+133316.8:c1,WDS,13437+1333A,,K,WDS,wds.dat,937683
J134341.82-092832.2:c1,CCDM,13437-0929A,,K,CCDM,ccdm.dat,376818
J134341.82-092832.2:c1,WDS,13437-0929A,,K,WDS,wds.dat,937697
J134342.02+594927.5:c1,CCDM,13437+5949A,,G,CCDM,ccdm.dat,376796
J134342.02+594927.5:c1,WDS,13437+5949A,,G,WDS,wds.dat,937677
J134342.19+001051.3:c1,CCDM,13437+0011A,,G,CCDM,ccdm.dat,376813
J134342.19+001051.3:c1,WDS,13437+0011A,,G,WDS,wds.dat,937690
J134349.41-401040.8:c1,WDS,13438-4011AB,,F,WDS,wds.dat,376846
J134349.41-401040.8:c1A,CCDM,13438-4011A,,A,CCDM,ccdm.dat,376851
J134349.41-401040.8:c1A,WDS,13438-4011A,,F,WDS,wds.dat,937723
J134349.41-401040.8:p1A-1B,WDS,13438-4011AB,,F,WDS,wds.dat,937720
J134350.40-463644.2:c1,CCDM,13438-4637A,,F,CCDM,ccdm.dat,376857
J134350.40-463644.2:c1,WDS,13438-4637A,,F,WDS,wds.dat,937730
J134353.19-575109.1:c1,CCDM,13439-5751A,,B,CCDM,ccdm.dat,376882
J134353.19-575109.1:c1,WDS,13439-5751A,,B,WDS,wds.dat,937757
J134353.96+313309.6:c1,WDS,13439+3133A,,G,WDS,wds.dat,937735
J134355.12+052831.4:c1,WDS,13439+0529A,,A,WDS,wds.dat,937743
J134357.02-464325.8:c1,CCDM,13440-4643A,,K,CCDM,ccdm.dat,376903
J134357.02-464325.8:c1,WDS,13440-4643A,,K,WDS,wds.dat,937772
J134357.34-591409.9:c1,CCDM,13440-5914A,,B,CCDM,ccdm.dat,376916
J134357.34-591409.9:c1,WDS,13440-5914A,,B,WDS,wds.dat,937783
J134357.34-591409.9:c2,CCDM,13440-5914B,,B,CCDM,ccdm.dat,376917
J134400.81-351903.6:c1,CCDM,13440-3519A,,B,CCDM,ccdm.dat,376891
J134400.81-351903.6:c1,WDS,13440-3519A,,B,WDS,wds.dat,937760
J134401.75-391253.2:c1,CCDM,13440-3913A,,A,CCDM,ccdm.dat,376898
J134401.75-391253.2:c1,WDS,13440-3913A,,F,WDS,wds.dat,937765
J134404.80-473737.8:c1,CCDM,13441-4738A,,F,CCDM,ccdm.dat,376909
J134404.80-473737.8:c1,WDS,13440-4738A,,F,WDS,wds.dat,937776
J134404.94-393536.8:c1,CCDM,13441-3936A,,G,CCDM,ccdm.dat,376935
J134404.94-393536.8:c1,WDS,13441-3936A,,G,WDS,wds.dat,937796
J134405.60+575421.0:c1,CCDM,13441+5754A,,G,CCDM,ccdm.dat,376922
J134405.60+575421.0:c1,WDS,13441+5754A,,G,WDS,wds.dat,937791
J134406.33+212040.2:c1,WDS,13441+2121A,,D,WDS,wds.dat,376926
J134406.33+212040.2:c2,WDS,13441+2121B,,M,WDS,wds.dat,376927
J134411.93+361924.3:c1,WDS,13442+3619A,,K,WDS,wds.dat,376957
J134411.93+361924.3:c2,WDS,13442+3619B,,K,WDS,wds.dat,376958
J134412.33+592128.7:c1,CCDM,13442+5921A,,K,CCDM,ccdm.dat,376952
J134412.33+592128.7:c1,WDS,13442+5921A,,K,WDS,wds.dat,937807
J134414.30-025320.0:c1,WDS,13442-0253A,,M,WDS,wds.dat,376966
J134414.30-025320.0:c2,WDS,13442-0253B,,M,WDS,wds.dat,376967
J134419.36+860322.1:c1,WDS,13469+8605A,,G,WDS,wds.dat,377952
J134421.81+253525.7:c1,WDS,13444+2536A,,G,WDS,wds.dat,376999
J134425.33+691312.2:c1,CCDM,13444+6913A,,F,CCDM,ccdm.dat,376995
J134425.33+691312.2:c1,WDS,13444+6913A,,F,WDS,wds.dat,937840
J134426.99-100914.2:c1,CCDM,13445-1009A,,G,CCDM,ccdm.dat,377042
J134426.99-100914.2:c1,WDS,13445-1009A,,G,WDS,wds.dat,937869
J134428.94+091023.2:c1,WDS,13445+0910A,,M,WDS,wds.dat,377030
J134428.94+091023.2:c2,WDS,13445+0910B,,M,WDS,wds.dat,377031
J134433.91+234004.4:c1,CCDM,13446+2340A,,A,CCDM,ccdm.dat,377068
J134433.91+234004.4:c1,WDS,13446+2340A,,A,WDS,wds.dat,937887
J134435.37+733737.3:c1,WDS,13446+7338A,,G,WDS,wds.dat,937874
J134435.68-664850.7:c1,CCDM,13446-6649A,,F,CCDM,ccdm.dat,377078
J134435.68-664850.7:c1,WDS,13446-6649A,,F,WDS,wds.dat,937893
J134436.92+322422.1:c1,WDS,13446+3224A,,G,WDS,wds.dat,937883
J134437.40-264648.0:c1,GCVS,SX Hya A,1.28,A,J/MNRAS/491/5489,tablea1.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,1.28,A,J/MNRAS/491/5489,tablea1.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,10.19,A,II/150A,catalog.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,10.19,A,II/150A,catalog.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,,A,CEV,catalog.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,,A,CEV,catalog.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,,A,V/115,table1.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,,A,V/115,table1.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,,A,B/gcvs,gcvs_cat.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,,A,B/gcvs,gcvs_cat.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,,B,J/A+A/417/263,table4.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,,B,J/A+A/417/263,table4.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,,G,J/A+A/417/263,table4.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,,G,J/A+A/417/263,table4.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,0.965,,Svechnikov84,table2.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,0.965,,Svechnikov84,table2.dat,939354
J134437.40-264648.0:c1,GCVS,SX Hya A,,S,J/A+A/417/263,table4.dat,379097
J134437.40-264648.0:c1,GCVS,SX Hya A,,S,J/A+A/417/263,table4.dat,939354
J134437.40-264648.0:c2,GCVS,SX Hya B,1.97,K,II/150A,catalog.dat,939355
J134437.40-264648.0:c2,GCVS,SX Hya B,0.56,,J/MNRAS/491/5489,tablea1.dat,379098
J134437.40-264648.0:c2,GCVS,SX Hya B,0.56,,J/MNRAS/491/5489,tablea1.dat,939355
J134437.40-264648.0:c2,GCVS,SX Hya B,1.97,K,II/150A,catalog.dat,379098
J134437.40-264648.0:c2,GCVS,SX Hya B,,K,J/A+A/417/263,table4.dat,379098
J134437.40-264648.0:c2,GCVS,SX Hya B,,K,J/A+A/417/263,table4.dat,939355
J134437.40-264648.0:c2,GCVS,SX Hya B,,K,B/gcvs,gcvs_cat.dat,379098
J134437.40-264648.0:c2,GCVS,SX Hya B,,K,B/gcvs,gcvs_cat.dat,939355
J134437.40-264648.0:c2,GCVS,SX Hya B,,K,CEV,catalog.dat,379098
J134437.40-264648.0:c2,GCVS,SX Hya B,,K,CEV,catalog.dat,939355
J134441.76-225022.4:c1,CCDM,13447-2250A,,G,CCDM,ccdm.dat,377095
J134441.76-225022.4:c1,WDS,13447-2250A,,G,WDS,wds.dat,937910
J134442.78-634748.7:c1,WDS,13447-6348A,,K,WDS,wds.dat,377112
J134442.78-634748.7:c1A,WDS,13447-6348A,,K,WDS,wds.dat,377172
J134443.13+125514.1:c1,CCDM,13447+1255A,,K,CCDM,ccdm.dat,377090
J134443.13+125514.1:c1,WDS,13447+1255A,,K,WDS,wds.dat,937905
J134449.93-443346.9:c1,CCDM,13448-4434A,,A,CCDM,ccdm.dat,377196
J134449.93-443346.9:c1,WDS,13448-4434A,,A,WDS,wds.dat,938050
J134450.89-592758.0:c1,GCVS,V614 Cen A,,B,B/gcvs,gcvs_cat.dat,379238
J134451.43-273850.4:c1,CCDM,13449-2739A,,G,CCDM,ccdm.dat,377227
J134451.43-273850.4:c1,WDS,13449-2739A,,F,WDS,wds.dat,938059
J134451.77+013439.6:c1,WDS,13449+0135A,,M,WDS,wds.dat,377222
J134453.32+082204.7:c1,CCDM,13449+0822A,,K,CCDM,ccdm.dat,377218
J134453.32+082204.7:c1,WDS,13449+0822A,,K,WDS,wds.dat,938054
J134455.12-453517.2:c1,WDS,13449-4535A,,M,WDS,wds.dat,377231
J134456.04-610227.9:c1,WDS,13449-6102A,,B,WDS,wds.dat,377235
J134456.04-610227.9:c2,WDS,13449-6102B,,M,WDS,wds.dat,377236
J134459.50-271402.0:c1,WDS,13450-2714A,,F,WDS,wds.dat,377257
J134459.61-621840.2:c1,WDS,13450-6219A,,B,WDS,wds.dat,377265
J134500.22-621912.4:c1,CCDM,13450-6219A,,A,CCDM,ccdm.dat,379044
J134501.55-195453.4:c1,CCDM,13450-1955A,,G,CCDM,ccdm.dat,377253
J134501.55-195453.4:c1,WDS,13450-1955A,,G,WDS,wds.dat,938073
J134502.39+020531.5:c1,CCDM,13450+0206A,,M,CCDM,ccdm.dat,377246
J134502.39+020531.5:c1,WDS,13450+0206A,,M,WDS,wds.dat,938066
J134505.09+174704.8:c1,WDS,13451+1747A,,M,WDS,wds.dat,938103
J134505.34-043712.8:c1,WDS,13451-0437A,,K,WDS,wds.dat,377295
J134506.42-180546.8:c1,CCDM,13451-1806A,,K,CCDM,ccdm.dat,377300
J134506.42-180546.8:c1,WDS,13451-1806A,,K,WDS,wds.dat,938113
J134506.90+182204.0:c1,CCDM,13451+1822A,,F,CCDM,ccdm.dat,377278
J134506.90+182204.0:c1,WDS,13451+1822A,,F,WDS,wds.dat,938095
J134508.26-555328.1:c1,CCDM,13451-5553A,,G,CCDM,ccdm.dat,377316
J134508.26-555328.1:c1,WDS,13451-5553A,,G,WDS,wds.dat,938123
J134509.12-603537.6:c1,WDS,13452-6036A,,B,WDS,wds.dat,377350
J134509.84-115021.2:c1,CCDM,13452-1150A,,F,CCDM,ccdm.dat,377335
J134509.84-115021.2:c1,WDS,13452-1150A,,F,WDS,wds.dat,938142
J134510.44-031855.3:c1,CCDM,13452-0319A,,A,CCDM,ccdm.dat,377328
J134510.44-031855.3:c1,WDS,13452-0319A,,A,WDS,wds.dat,938135
J134512.94-271710.9:c1,CCDM,13452-2717A,,G,CCDM,ccdm.dat,377344
J134512.94-271710.9:c1,WDS,13452-2717A,,F,WDS,wds.dat,938149
J134516.91+335616.0:c1,WDS,13453+3356A,,M,WDS,wds.dat,377366
J134516.91+335616.0:c2,WDS,13453+3356B,,M,WDS,wds.dat,377367
J134517.06-615436.2:c1,CCDM,13453-6155A,,B,CCDM,ccdm.dat,377412
J134517.06-615436.2:c1,WDS,13453-6155A,,B,WDS,wds.dat,938203
J134517.24+455842.0:c1,CCDM,13453+4559A,,G,CCDM,ccdm.dat,377361
J134517.24+455842.0:c1,WDS,13453+4559A,,G,WDS,wds.dat,938160
J134517.92-555631.3:c1,CCDM,13453-5557A,,A,CCDM,ccdm.dat,377407
J134517.92-555631.3:c1,WDS,13453-5557A,,A,WDS,wds.dat,938200
J134518.40-664517.7:c1,CCDM,13453-6645A,,B,CCDM,ccdm.dat,377417
J134518.40-664517.7:c1,WDS,13453-6645A,,B,WDS,wds.dat,938206
J134519.03+190943.4:c1,WDS,13453+1910A,,K,WDS,wds.dat,377371
J134519.03+190943.4:c2,WDS,13453+1910B,,M,WDS,wds.dat,377372
J134519.86-103125.0:c1,CCDM,13453-1031A,,G,CCDM,ccdm.dat,377388
J134519.86-103125.0:c1,WDS,13453-1031A,,G,WDS,wds.dat,938184
J134519.86-103125.0:c2,CCDM,13453-1031B,,G,CCDM,ccdm.dat,377389
J134520.85+090327.4:c1,CCDM,13453+0903A,,G,CCDM,ccdm.dat,377376
J134520.85+090327.4:c1,WDS,13453+0903A,,G,WDS,wds.dat,938173
J134520.85+090327.4:c1A,CCDM,13453+0903A,,G,CCDM,ccdm.dat,377380
J134520.85+090327.4:c1A,WDS,13453+0903A,,G,WDS,wds.dat,938176
J134523.09-423339.1:c1,WDS,13454-4234A,,G,WDS,wds.dat,377430
J134525.97+285723.5:c1,WDS,13454+2857A,,M,WDS,wds.dat,377421
J134525.97+285723.5:c2,WDS,13454+2857B,,M,WDS,wds.dat,377426
J134529.51-490327.4:c1,CCDM,13455-4903A,,K,CCDM,ccdm.dat,377468
J134529.51-490327.4:c1,WDS,13455-4903A,,K,WDS,wds.dat,938236
J134530.95-490943.5:c1,CCDM,13455-4910A,,A,CCDM,ccdm.dat,377474
J134530.95-490943.5:c1,WDS,13455-4910A,,B,WDS,wds.dat,938240
J134531.94-235745.5:c1,CCDM,13455-2358A,,G,CCDM,ccdm.dat,377463
J134531.94-235745.5:c1,WDS,13455-2358A,,G,WDS,wds.dat,938233
J134532.15+033030.1:c1,CCDM,13455+0331A,,F,CCDM,ccdm.dat,377451
J134532.15+033030.1:c1,WDS,13455+0330A,,F,WDS,wds.dat,938217
J134532.65-030100.2:c1,CCDM,13455-0301A,,G,CCDM,ccdm.dat,377458
J134532.65-030100.2:c1,WDS,13455-0301A,,G,WDS,wds.dat,938226
J134534.93+792348.2:c1,WDS,13455+7923A,,M,WDS,wds.dat,377434
J134535.08-154603.0:c1,CCDM,13456-1546A,,A,CCDM,ccdm.dat,377487
J134535.08-154603.0:c1,WDS,13456-1546A,,A,WDS,wds.dat,938245
J134535.36-275115.3:c1,CCDM,13456-2751A,,F,CCDM,ccdm.dat,377497
J134535.36-275115.3:c1,WDS,13456-2751A,,F,WDS,wds.dat,938250
J134539.93+012744.9:c1,WDS,13457+0128A,,K,WDS,wds.dat,377515
J134540.04-285822.5:c1,WDS,13457-2858A,,K,WDS,wds.dat,377528
J134540.22-251735.2:c1,CCDM,13457-2518A,,F,CCDM,ccdm.dat,377522
J134540.22-251735.2:c1,WDS,13457-2518A,,G,WDS,wds.dat,938265
J134540.75-464309.6:c1,CCDM,13457-4643A,,G,CCDM,ccdm.dat,377535
J134540.75-464309.6:c1,WDS,13457-4643A,,G,WDS,wds.dat,938280
J134543.66+223053.5:c1,WDS,13457+2231A,,G,WDS,wds.dat,377511
J134551.20+415720.2:c1,WDS,13459+4157A,,K,WDS,wds.dat,377565
J134551.20+415720.2:c2,WDS,13459+4157B,,K,WDS,wds.dat,377566
J134551.35-583430.3:c1,CCDM,13459-5835A,,B,CCDM,ccdm.dat,377599
J134551.35-583430.3:c1,WDS,13459-5835A,,B,WDS,wds.dat,938321
J134556.32-122535.6:c1,CCDM,13459-1226A,,K,CCDM,ccdm.dat,377579
J134556.32-122535.6:c1,WDS,13459-1226A,,G,WDS,wds.dat,938303
J134556.32-122535.6:c1A,CCDM,13459-1226A,,K,CCDM,ccdm.dat,377584
J134556.32-122535.6:c1A,WDS,13459-1226A,,G,WDS,wds.dat,938307
J134602.90+410216.5:c1,CCDM,13460+4102A,,K,CCDM,ccdm.dat,377610
J134602.90+410216.5:c1,WDS,13460+4102A,,K,WDS,wds.dat,938326
J134604.01-600312.7:c1,WDS,13461-6003A,,A,WDS,wds.dat,938391
J134604.19-521827.8:c1,CCDM,13461-5218A,,F,CCDM,ccdm.dat,377677
J134604.19-521827.8:c1,WDS,13461-5218A,,F,WDS,wds.dat,938384
J134606.81+050656.4:c1,CCDM,13461+0507A,,G,CCDM,ccdm.dat,938354
J134606.81+050656.4:c1,GCVS,HT Vir A,,F,V/119 ,catalog.dat,938353
J134606.81+050656.4:c1,WDS,13461+0507A,,F,WDS,wds.dat,938355
J134606.81+050656.4:c2,WDS,13461+0507B,,F,WDS,wds.dat,938361
J134610.30-600842.4:c1,WDS,13462-6009A,,A,WDS,wds.dat,377719
J134610.70-351020.1:c1,WDS,13462-3510A,,F,WDS,wds.dat,377715
J134611.81+452348.6:c1,WDS,13462+4524A,,F,WDS,wds.dat,938402
J134613.73+305349.1:c1,WDS,13462+3054A,,F,WDS,wds.dat,377699
J134613.73+305349.1:c2,WDS,13462+3054B,,L,WDS,wds.dat,377703
J134614.34-641659.7:c1,CCDM,13462-6417A,,K,CCDM,ccdm.dat,377726
J134614.34-641659.7:c1,WDS,13462-6417A,,K,WDS,wds.dat,938414
J134616.81-421050.8:c1,CCDM,13463-4211A,,K,CCDM,ccdm.dat,377740
J134616.81-421050.8:c1,WDS,13463-4211A,,K,WDS,wds.dat,938424
J134619.87-615800.3:c1,WDS,13463-6158A,,B,WDS,wds.dat,377744
J134623.41-383719.7:c1,WDS,13464-3837A,,G,WDS,wds.dat,377769
J134627.01+384346.9:c1,WDS,13465+3844A,,M,WDS,wds.dat,377795
J134627.01+384346.9:c2,WDS,13465+3844B,,M,WDS,wds.dat,377796
J134628.00-655050.7:c1,CCDM,13465-6551A,,K,CCDM,ccdm.dat,377842
J134628.00-655050.7:c1,WDS,13465-6551A,,K,WDS,wds.dat,938488
J134628.00-655050.7:c2,WDS,13465-6551B,,A,WDS,wds.dat,938490
J134628.16-612058.1:c1,CCDM,13465-6121A,,B,CCDM,ccdm.dat,377824
J134628.16-612058.1:c1,WDS,13465-6121A,,B,WDS,wds.dat,938470
J134628.46-494947.9:c1,WDS,13465-4950A,,A,WDS,wds.dat,377818
J134628.46-494947.9:c2,WDS,13465-4950B,,K,WDS,wds.dat,377819
J134630.96+145618.3:c1,WDS,13465+1456A,,M,WDS,wds.dat,377810
J134630.96+145618.3:c2,WDS,13465+1456B,,M,WDS,wds.dat,377811
J134631.37+552712.5:c1,WDS,13465+5527A,,G,WDS,wds.dat,377790
J134631.37+552712.5:c2,WDS,13465+5527B,,G,WDS,wds.dat,377791
J134631.38+154505.1:c1,CCDM,13465+1545A,,F,CCDM,ccdm.dat,377801
J134631.38+154505.1:c1,WDS,13465+1545A,,F,WDS,wds.dat,938461
J134632.58-625523.4:c1,WDS,13465-6255A,,B,WDS,wds.dat,377829
J134633.39-574800.7:c1,CCDM,13466-5748A,,G,CCDM,ccdm.dat,377871
J134633.39-574800.7:c1,WDS,13466-5748A,,F,WDS,wds.dat,938511
J134633.50-653358.1:c1,CCDM,13466-6534A,,A,CCDM,ccdm.dat,377888
J134633.50-653358.1:c1,WDS,13466-6534A,,A,WDS,wds.dat,938521
J134635.39-620408.3:c1,WDS,13466-6204A,,F,WDS,wds.dat,377878
J134635.63+542557.7:c1,CCDM,13466+5426A,,A,CCDM,ccdm.dat,377852
J134635.63+542557.7:c1,WDS,13466+5426A,,B,WDS,wds.dat,938496
J134635.63+542557.7:c3,WDS,13466+5426C,,M,WDS,wds.dat,377856
J134637.62+105026.5:c1,CCDM,13466+1050A,,K,CCDM,ccdm.dat,377866
J134637.62+105026.5:c1,WDS,13466+1050A,,K,WDS,wds.dat,938506
J134638.56-520150.0:c1,CCDM,13466-5202A,,A,CCDM,ccdm.dat,377910
J134638.56-520150.0:c1,WDS,13467-5202A,,A,WDS,wds.dat,938541
J134639.34-512558.5:c1,WDS,13467-5126A,,G,WDS,wds.dat,938537
J134646.44+445954.3:c1,WDS,13468+4500A,,M,WDS,wds.dat,377925
J134646.44+445954.3:c2,WDS,13468+4500B,,M,WDS,wds.dat,377926
J134648.33-395153.4:c1,CCDM,13468-3952A,,F,CCDM,ccdm.dat,377948
J134648.33-395153.4:c1,WDS,13468-3952A,,F,WDS,wds.dat,938555
J134655.04-481536.1:c1,CCDM,13469-4816A,,F,CCDM,ccdm.dat,377976
J134655.04-481536.1:c1,WDS,13469-4816A,,F,WDS,wds.dat,938567
J134656.40-361507.7:c1,CCDM,13469-3615A,,A,CCDM,ccdm.dat,377965
J134656.40-361507.7:c1,WDS,13469-3615A,,A,WDS,wds.dat,938562
J134657.14+062101.0:c1,CCDM,13470+0621A,,G,CCDM,ccdm.dat,378009
J134657.14+062101.0:c1,WDS,13470+0621A,,G,WDS,wds.dat,938594
J134657.14+062101.0:c2,CCDM,13470+0621B,,M,CCDM,ccdm.dat,378010
J134657.51-550025.1:c1,CCDM,13470-5500A,,A,CCDM,ccdm.dat,378026
J134657.51-550025.1:c1,WDS,13470-5500A,,A,WDS,wds.dat,938601
J134659.76+383233.6:c1,CCDM,13470+3832A,,K,CCDM,ccdm.dat,377994
J134659.76+383233.6:c1,WDS,13470+3833A,,K,WDS,wds.dat,938587
J134659.76+383233.6:c2,WDS,13470+3833B,,F,WDS,wds.dat,938589
J134659.76+383233.6:c3,WDS,13470+3833C,,G,WDS,wds.dat,377997
J134702.65-580415.6:c1,CCDM,13470-5804A,,B,CCDM,ccdm.dat,378031
J134702.65-580415.6:c1,WDS,13470-5804A,,B,WDS,wds.dat,938604
J134705.38+055532.9:c1,WDS,13471+0555A,,M,WDS,wds.dat,378035
J134705.38+055532.9:c2,WDS,13471+0555B,,M,WDS,wds.dat,378036
J134705.93-581717.1:c1,CCDM,13471-5817A,,A,CCDM,ccdm.dat,378040
J134705.93-581717.1:c1,WDS,13471-5817A,,B,WDS,wds.dat,938607
J134709.85-212802.7:c1,CCDM,13472-2128A,,F,CCDM,ccdm.dat,378056
J134709.85-212802.7:c1,WDS,13472-2128A,,F,WDS,wds.dat,938618
J134710.56-521609.3:c1,CCDM,13472-5216A,,A,CCDM,ccdm.dat,378086
J134710.56-521609.3:c1,WDS,13472-5216A,,A,WDS,wds.dat,938634
J134710.85-623522.8:c1,CCDM,13472-6235A,,G,CCDM,ccdm.dat,378095
J134710.85-623522.8:c1,WDS,13472-6235A,,G,WDS,wds.dat,938642
J134710.85-623522.8:c1A,CCDM,13472-6235A,,G,CCDM,ccdm.dat,378099
J134711.48-744558.6:c1,WDS,13472-7446A,,F,WDS,wds.dat,938653
J134711.48-744558.6:c1,CCDM,13472-7446A,,G,CCDM,ccdm.dat,378105
J134711.48-744558.6:c2,WDS,13472-7446B,,F,WDS,wds.dat,938654
J134712.54-390730.6:c1,WDS,13472-3908A,,F,WDS,wds.dat,378076
J134712.54-390730.6:c2,WDS,13472-3908B,,F,WDS,wds.dat,378077
J134712.56-232832.9:c1,CCDM,13472-2329A,,K,CCDM,ccdm.dat,378061
J134712.56-232832.9:c1,WDS,13472-2329A,,K,WDS,wds.dat,938621
J134713.39-094232.3:c1,CCDM,13472-0943A,,K,CCDM,ccdm.dat,938612
J134713.39-094232.3:c1,WDS,13472-0943A,,K,WDS,wds.dat,938613
J134713.62-463947.4:c1,WDS,13472-4640A,,F,WDS,wds.dat,378080
J134713.63-623104.7:c1,WDS,13473-6231A,,B,WDS,wds.dat,938672
J134715.74+172724.0:c1,CCDM,13473+1727A,,F,CCDM,ccdm.dat,379048
J134715.74+172724.7:c1,WDS,13473+1727A,,F,WDS,wds.dat,378113
J134715.74+172724.7:c1A,WDS,13473+1727A,,F,WDS,wds.dat,378117
J134715.74+172724.7:c1B,WDS,13473+1727B,,M,WDS,wds.dat,378118
J134715.74+172724.7:c1B,WDS,13473+1727B,,M,WDS,wds.dat,938658
J134715.74+172724.7:c2,WDS,13473+1727C,,L,WDS,wds.dat,378119
J134715.83-302336.6:c1,CCDM,13473-3024A,,G,CCDM,ccdm.dat,378068
J134715.83-302336.6:c1,WDS,13472-3024A,,G,WDS,wds.dat,938626
J134719.84-555751.7:c1,WDS,13473-5558A,,A,WDS,wds.dat,378129
J134720.00+122952.6:c1,WDS,13473+1230A,,K,WDS,wds.dat,378123
J134720.00+122952.6:c2,WDS,13473+1230B,,M,WDS,wds.dat,378124
J134726.90+171825.0:c1,GCVS,AQ Boo A,,F,B/gcvs,gcvs_cat.dat,379174
J134739.55-265037.2:c1,WDS,13477-2651A,,K,WDS,wds.dat,378175
J134742.21-322548.8:c1,CCDM,13477-3226A,,K,CCDM,ccdm.dat,378182
J134742.21-322548.8:c1,WDS,13477-3226A,,M,WDS,wds.dat,938714
J134742.21-322548.8:c2,WDS,13477-3226B,,M,WDS,wds.dat,938717
J134742.39+212737.7:c1,CCDM,13477+2128A,,M,CCDM,ccdm.dat,378169
J134742.39+212737.7:c1,WDS,13477+2128A,,M,WDS,wds.dat,938701
J134746.64-012149.0:c1,WDS,13478-0122A,,M,WDS,wds.dat,378203
J134746.64-012149.0:c2,WDS,13478-0122B,,M,WDS,wds.dat,378204
J134747.47+011220.1:c1,CCDM,13478+0112A,,F,CCDM,ccdm.dat,378198
J134747.47+011220.1:c1,WDS,13478+0112A,,F,WDS,wds.dat,938730
J134751.58+401946.9:c1,WDS,13479+4020A,,M,WDS,wds.dat,378212
J134751.58+401946.9:c2,WDS,13479+4020B,,M,WDS,wds.dat,378213
J134752.33-490952.0:c1,CCDM,13479-4910A,,A,CCDM,ccdm.dat,378233
J134752.33-490952.0:c1,WDS,13479-4910A,,A,WDS,wds.dat,938747
J134752.60-003541.0:c1,GCVS,BF Vir A,14.21,A,II/150A,catalog.dat,379110
J134752.60-003541.0:c1,GCVS,BF Vir A,,A,CEV,catalog.dat,379110
J134752.60-003541.0:c1,GCVS,BF Vir A,0.966,,Svechnikov84,table2.dat,379110
J134752.60-003541.0:c1,GCVS,BF Vir A,0.966,,Svechnikov84,table2.dat,939357
J134752.60-003541.0:c1,GCVS,BF Vir A,,A,B/gcvs,gcvs_cat.dat,379110
J134752.60-003541.0:c1,GCVS,BF Vir A,14.21,A,II/150A,catalog.dat,939357
J134752.60-003541.0:c1,GCVS,BF Vir A,,A,CEV,catalog.dat,939357
J134752.60-003541.0:c1,GCVS,BF Vir A,,A,V/120,table2.dat,379110
J134752.60-003541.0:c1,GCVS,BF Vir A,,A,V/120,table2.dat,939357
J134752.60-003541.0:c1,GCVS,BF Vir A,,A,B/gcvs,gcvs_cat.dat,939357
J134752.60-003541.0:c2,GCVS,BF Vir B,,A,V/120,table2.dat,379111
J134752.60-003541.0:c2,GCVS,BF Vir B,,A,V/120,table2.dat,939358
J134752.60-003541.0:c2,GCVS,BF Vir B,6.74,,II/150A,catalog.dat,379111
J134752.60-003541.0:c2,GCVS,BF Vir B,6.74,,II/150A,catalog.dat,939358
J134752.77-360136.1:c1,WDS,13479-3602A,,F,WDS,wds.dat,938742
J134752.77-360136.1:c1,CCDM,13479-3602A,,F,CCDM,ccdm.dat,378226
J134754.02-543014.6:c1,CCDM,13479-5430A,,A,CCDM,ccdm.dat,378240
J134754.02-543014.6:c1,WDS,13479-5430A,,A,WDS,wds.dat,938756
J134755.08-602701.7:c1,CCDM,13479-6027A,,A,CCDM,ccdm.dat,378257
J134755.08-602701.7:c1,WDS,13479-6027A,,A,WDS,wds.dat,938775
J134755.37-030941.1:c1,CCDM,13479-0310A,,F,CCDM,ccdm.dat,378217
J134755.37-030941.1:c1,WDS,13479-0310A,,F,WDS,wds.dat,938739
J134756.60-635142.7:c1,CCDM,13479-6352A,,B,CCDM,ccdm.dat,378264
J134756.60-635142.7:c1,WDS,13479-6352A,,B,WDS,wds.dat,938780
J134756.60-635142.7:c1A,GCVS,V979 Cen A,,B,B/gcvs,gcvs_cat.dat,378266
J134800.75+334432.5:c1,WDS,13481+3345A,,M,WDS,wds.dat,378310
