bsdb,id,e,q,period,a,parallax,i,notes
J221429.22+075834.4:p1-3,211048,,,,,3.74,, | ref_idsys: HD | id: 211048 | catalogue: Hipparcos | filename: hip_main.dat
J221429.22+075834.4:p1A-1B,211048,,,,,3.74,, | ref_idsys: HD | id: 211048 | catalogue: Hipparcos | filename: hip_main.dat
J221430.99+532859.0:p1-2,KO Lac,,,1.0260864,,,, | ref_idsys: GCVS | id: KO Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221432.50-533431.8:p1-2,210837,,,,,5.65,, | ref_idsys: HD | id: 210837 | catalogue: Hipparcos | filename: hip_main.dat
J221434.69+293420.3:p1-2,211139,,,,,6.12,, | ref_idsys: HD | id: 211139 | catalogue: Hipparcos | filename: hip_main.dat
J221438.14-321223.7:p1-2,210974,,,,,10.74,, | ref_idsys: HD | id: 210974 | catalogue: Hipparcos | filename: hip_main.dat
J221438.64-412252.0:p1-2,109821,0.04,,2118.45,0.027,45.35,, | ref_idsys: HIP | id: 109821 | catalogue: J/A+A/546/A69 | filename: table1.dat
J221446.53-745942.7:p1-2,210510,,,,,4.13,, | ref_idsys: HD | id: 210510 | catalogue: Hipparcos | filename: hip_main.dat
J221456.44+614234.3:p1-2,211401,,,,,4.46,, | ref_idsys: HD | id: 211401 | catalogue: Hipparcos | filename: hip_main.dat
J221456.44+614234.3:p1A-1B,211401,,,,,4.46,, | ref_idsys: HD | id: 211401 | catalogue: Hipparcos | filename: hip_main.dat
J221503.29+512904.4:p1-2,211301,,,,,4.94,, | ref_idsys: HD | id: 211301 | catalogue: Hipparcos | filename: hip_main.dat
J221517.10+484317.0:p1-2,AU Lac,,0.5925,1.392433455,,1.0,82.5, | ref_idsys: GCVS | id: AU Lac | catalogue: J/A+A/417/263; II/150A; CEV; B/gcvs | filename: table3.dat; catalog.dat; table2.dat; gcvs_cat.dat
J221528.60+444520.0:p1-2,BP Lac,,,2.04569,,,, | ref_idsys: GCVS | id: BP Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221529.45+554907.4:p1-2,211430,,,,,2.2,, | ref_idsys: HD | id: 211430 | catalogue: Hipparcos | filename: hip_main.dat
J221536.93-412048.2:p1-2,211088,,,,,12.44,, | ref_idsys: HD | id: 211088 | catalogue: Hipparcos | filename: hip_main.dat
J221539.70-254443.0:p1-2,RS PsA,,,0.59338,,,, | ref_idsys: GCVS | id: RS PsA | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221542.09+510358.0:p1-2,KR Lac,,,0.9376977,,,, | ref_idsys: GCVS | id: KR Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221548.59+435402.6:p1A-1B,211405,,,,,2.98,, | ref_idsys: HD | id: 211405 | catalogue: Hipparcos | filename: hip_main.dat
J221556.20+552645.0:p1-2,KS Lac,,,4.0063035,,,, | ref_idsys: GCVS | id: KS Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J221558.39+531843.0:p1-2,V343 Lac,,,6.471914,,,, | ref_idsys: GCVS | id: V343 Lac | catalogue: B/gcvs | filename: gcvs_cat.dat
J221606.52-070522.4:p1-2,211276,,,,,15.039999999999997,, | ref_idsys: HD | id: 211276 | catalogue: Hipparcos | filename: hip_main.dat
J221616.59+010205.5:p1-2,3407,0.0,,0.2103625,,,, | ref_idsys: SBC9 | id: 3407 | catalogue: SB9 | filename: orbits.dat
J221618.00+733616.6:p1-2,211771,,,,,7.19,, | ref_idsys: HD | id: 211771 | catalogue: Hipparcos | filename: hip_main.dat
J221619.75+261614.5:p1-2,211407,,,,,3.72,, | ref_idsys: HD | id: 211407 | catalogue: Hipparcos | filename: hip_main.dat
J221640.28+225345.8:p1-2,1364,0.01,,3.5703,,,, | ref_idsys: SBC9 | id: 1364 | catalogue: SB9 | filename: orbits.dat
J221644.05+552837.8:p1-2,1366,0.22,,13.0259,,,, | ref_idsys: SBC9 | id: 1366 | catalogue: SB9 | filename: orbits.dat
J221701.70+551038.0:p1-2,KU Lac,,,4.67259,,,, | ref_idsys: GCVS | id: KU Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221706.53+541233.3:p1-2,1367,0.08,,4.3553,,,, | ref_idsys: SBC9 | id: 1367 | catalogue: SB9 | filename: orbits.dat
J221706.55+082227.2:p1-2,211461,,,,,6.89,, | ref_idsys: HD | id: 211461 | catalogue: Hipparcos | filename: hip_main.dat
J221708.29-060547.0:p1-2,FZ Aqr,,,0.6791072,,,, | ref_idsys: GCVS | id: FZ Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J221708.61-515834.5:p1-2,211260,,,,,5.2,, | ref_idsys: HD | id: 211260 | catalogue: Hipparcos | filename: hip_main.dat
J221720.31+504831.5:p1-2,211644,,,,,3.71,, | ref_idsys: HD | id: 211644 | catalogue: Hipparcos | filename: hip_main.dat
J221720.73+505259.0:p1-2,3347,0.0,,0.809146,,,, | ref_idsys: SBC9 | id: 3347 | catalogue: SB9 | filename: orbits.dat
J221755.37-082103.9:p1-2,FO Aqr; 1365,0.0,,0.20207999999999998,,,, | ref_idsys: GCVS; SBC9 | id: FO Aqr; 1365 | catalogue: V/123A; SB9 | filename: cv.dat; orbits.dat
J221757.90+542802.0:p1-2,AW Lac,,0.79,1.2142499500000001,0.0531989360212795,0.6572327044025157,, | ref_idsys: GCVS | id: AW Lac | catalogue: II/150A; CEV; B/gcvs; V/120 | filename: catalog.dat; gcvs_cat.dat; table2.dat
J221802.08-624839.1:p1-2,211299; 110088; 22180-6249AB,0.526,,358964.0475,1.157,7.870769230769231,123.0, | ref_idsys: HD; HIP; WDS | id: 211299; 110088; 22180-6249AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J221806.20+555416.0:p1-2,V743 Cep,,,4.6722,,,, | ref_idsys: GCVS | id: V743 Cep | catalogue: B/gcvs | filename: gcvs_cat.dat
J221814.94-055029.8:p1-2,211594; 1606,0.058,,1018.8805,0.0053,,85.1, | ref_idsys: HD; SBC9 | id: 211594; 1606 | catalogue: ORB6; SB9 | filename: orb6.dat; orbits.dat
J221814.94-055030.0:p1-2,211594; 110108,0.058,,1018.8999796666667,0.0053,5.85,85.1, | ref_idsys: HD; HIP | id: 211594; 110108 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J221817.66-343402.9:p1-2,211521,,,,,3.8699999999999997,, | ref_idsys: HD | id: 211521 | catalogue: Hipparcos | filename: hip_main.dat
J221819.95-352954.1:p1-2,211522,,,,,11.61,, | ref_idsys: HD | id: 211522 | catalogue: Hipparcos | filename: hip_main.dat
J221827.89+695140.0:p1-2,WW Cep,,0.87,1.5336,,4.0,, | ref_idsys: GCVS | id: WW Cep | catalogue: II/150A; B/gcvs; CEV | filename: catalog.dat; gcvs_cat.dat
J221830.09-601534.5:p1-2,211416; 1363,0.385,,4197.85,0.03234,,113.0, | ref_idsys: HD; SBC9 | id: 211416; 1363 | catalogue: ORB6; SB9 | filename: orb6.dat; orbits.dat
J221830.17-601533.7:p1-2,211416; 110130,0.38,,4198.593786125,0.036505,16.33,113.0, | ref_idsys: HD; HIP | id: 211416; 110130 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J221831.80-630023.2:p1-2,211332; 110102,0.0,,1314.0391685833333,0.014720000000000002,14.48,117.01, | ref_idsys: HD; HIP | id: 211332; 110102 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J221831.80-630023.2:p3-4,211332; 110102,0.0,,1314.0391685833333,0.014720000000000002,14.48,117.01, | ref_idsys: HD; HIP | id: 211332; 110102 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J221834.30+563124.0:p1-2,MT Cep,,,1.2064097999999999,,,, | ref_idsys: GCVS | id: MT Cep | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J221843.29+544033.0:p1-2,V345 Lac,,,7.491862,,,, | ref_idsys: GCVS | id: V345 Lac | catalogue: B/gcvs | filename: gcvs_cat.dat
J221844.29+502514.0:p1-2,KY Lac,,,15.4278,,,, | ref_idsys: GCVS | id: KY Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221845.61+560733.9:p1A-1B,GP Cep,,0.67,6.688233333333334,,0.0,, | ref_idsys: GCVS | id: GP Cep | catalogue: II/150A; B/gcvs; CEV | filename: catalog.dat; gcvs_cat.dat
J221846.89+515915.0:p1-2,V344 Lac,,,0.39175955,,,, | ref_idsys: GCVS | id: V344 Lac | catalogue: V/119 ; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J221903.20+514109.0:p1-2,ER Lac,,,2.9454754999999997,,,, | ref_idsys: GCVS | id: ER Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221904.30-023830.0:p1-2,DY Aqr,,0.58,2.159694,,1.0,, | ref_idsys: GCVS | id: DY Aqr | catalogue: II/150A; CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J221905.65+760047.5:p1-2,212237,,,,,2.83,, | ref_idsys: HD | id: 212237 | catalogue: Hipparcos | filename: hip_main.dat
J221909.30+554940.0:p1-2,KV Cep,,,0.858215,,,, | ref_idsys: GCVS | id: KV Cep | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J221917.89-104724.5:p1-2,211719,,,,,8.4,, | ref_idsys: HD | id: 211719 | catalogue: Hipparcos | filename: hip_main.dat
J221917.89-104724.5:p1-3,211719,,,,,8.4,, | ref_idsys: HD | id: 211719 | catalogue: Hipparcos | filename: hip_main.dat
J221920.95+585711.2:p1-2,239923,,,,,2.6,, | ref_idsys: HD | id: 239923 | catalogue: Hipparcos | filename: hip_main.dat
J221922.29-165333.0:p1-2,CW Aqr,,,0.5429038500000001,,,, | ref_idsys: GCVS | id: CW Aqr | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J221937.30+441703.0:p1-2,BS Lac,,,2.8142,,,, | ref_idsys: GCVS | id: BS Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J221944.26+833201.2:p1-2,2267,0.41,,682.9,,,, | ref_idsys: SBC9 | id: 2267 | catalogue: SB9 | filename: orbits.dat
J221944.80-823754.8:p1-2,210659,,,,,6.81,, | ref_idsys: HD | id: 210659 | catalogue: Hipparcos | filename: hip_main.dat
J221947.21-553509.0:p1-2,211639,,,,,5.85,, | ref_idsys: HD | id: 211639 | catalogue: Hipparcos | filename: hip_main.dat
J221948.20-760719.6:p1-2,211241,,,,,5.3,, | ref_idsys: HD | id: 211241 | catalogue: Hipparcos | filename: hip_main.dat
J221953.50+001937.0:p1-2,GI Aqr,,,3.137769,,,, | ref_idsys: GCVS | id: GI Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J221954.20-050149.0:p1-2,GH Aqr,,,0.305583,,,, | ref_idsys: GCVS | id: GH Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J221956.39-364142.8:p1-2,211742,,,,,3.49,, | ref_idsys: HD | id: 211742 | catalogue: Hipparcos | filename: hip_main.dat
J221956.89-003947.0:p1-2,GK Aqr,,,0.32741624999999996,,,, | ref_idsys: GCVS | id: GK Aqr | catalogue: V/119 ; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222011.91-074915.9:p1-2,1368,0.0,,220.41,,,, | ref_idsys: SBC9 | id: 1368 | catalogue: SB9 | filename: orbits.dat
J222012.74+293107.8:p1-2,15843; 211933; 110276,0.833,,183720.75,0.7740000000000001,8.924736842105263,, | ref_idsys: ADS; HD; HIP | id: 15843; 211933; 110276 | catalogue: J/A+A/546/A69; Hipparcos | filename: table1.dat; hip_main.dat
J222017.80-200650.0:p1-2,AT Aqr,,,0.3040973,,,, | ref_idsys: GCVS | id: AT Aqr | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222023.84+462505.7:p1-2,22204+4625AB,0.9550000000000001,,775.5,0.028,,99.0, | ref_idsys: WDS | id: 22204+4625AB | catalogue: ORB6 | filename: orb6.dat
J222023.84+462505.7:p4-5,212029; 110291,0.9550000000000001,,775.5000261250001,0.028,17.08,99.0, | ref_idsys: HD; HIP | id: 212029; 110291 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J222023.84+462505.7:p4-6,212029; 110291,0.9550000000000001,,775.5000261250001,0.028,17.08,99.0, | ref_idsys: HD; HIP | id: 212029; 110291 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J222035.22+534853.5:p1-2,212094,,,,,0.67,, | ref_idsys: HD | id: 212094 | catalogue: Hipparcos | filename: hip_main.dat
J222039.80+422429.0:p1-2,UW Lac,,0.22666666666666666,5.290187333333333,,0.0,82.0, | ref_idsys: GCVS | id: UW Lac | catalogue: J/A+A/417/263; V/115; II/150A; CEV; B/gcvs | filename: table3.dat; table2.dat; catalog.dat; gcvs_cat.dat
J222040.78+600537.6:p1-2,212152,,,,,4.52,, | ref_idsys: HD | id: 212152 | catalogue: Hipparcos | filename: hip_main.dat
J222044.72+245724.9:p1-2,212005,,,,,1.41,, | ref_idsys: HD | id: 212005 | catalogue: Hipparcos | filename: hip_main.dat
J222044.72+245724.9:p1-3,212005,,,,,1.41,, | ref_idsys: HD | id: 212005 | catalogue: Hipparcos | filename: hip_main.dat
J222045.14-802705.1:p1-2,211092,,,,,11.97,, | ref_idsys: HD | id: 211092 | catalogue: Hipparcos | filename: hip_main.dat
J222049.01-802713.4:p1-2,211092,,,,,11.97,, | ref_idsys: HD | id: 211092 | catalogue: Hipparcos | filename: hip_main.dat
J222057.61+665754.3:p1-2,212278,,,,,9.31,, | ref_idsys: HD | id: 212278 | catalogue: Hipparcos | filename: hip_main.dat
J222100.05+265606.5:p1-2,2947,0.016,,328.2,,,, | ref_idsys: SBC9 | id: 2947 | catalogue: SB9 | filename: orbits.dat
J222101.55+463212.1:p1A-1B,1370,0.04,,2.6164,,,, | ref_idsys: SBC9 | id: 1370 | catalogue: SB9 | filename: orbits.dat
J222101.78+311836.4:p1-2,212046,,,,,2.61,, | ref_idsys: HD | id: 212046 | catalogue: Hipparcos | filename: hip_main.dat
J222101.89-065751.0:p1-2,ST Aqr,,0.3,0.7810014750000001,0.0219328946754398,3.200680272108843,, | ref_idsys: GCVS | id: ST Aqr | catalogue: II/150A; B/gcvs; V/120; CEV | filename: catalog.dat; gcvs_cat.dat; table2.dat
J222109.73+553303.8:p1-2,1371,0.24,,5.415,,,, | ref_idsys: SBC9 | id: 1371 | catalogue: SB9 | filename: orbits.dat
J222117.60-271420.8:p1-2,1594,0.391,,5000.0,,,, | ref_idsys: SBC9 | id: 1594 | catalogue: SB9 | filename: orbits.dat
J222118.39+054342.0:p1-2,V414 Peg,,,3.69948,,,, | ref_idsys: GCVS | id: V414 Peg | catalogue: B/gcvs | filename: gcvs_cat.dat
J222119.33+281950.0:p1-2,212097,,,,,5.37,, | ref_idsys: HD | id: 212097 | catalogue: Hipparcos | filename: hip_main.dat
J222119.33+281950.0:p1-3,212097,,,,,5.37,, | ref_idsys: HD | id: 212097 | catalogue: Hipparcos | filename: hip_main.dat
J222119.33+281950.0:p1-4,212097,,,,,5.37,, | ref_idsys: HD | id: 212097 | catalogue: Hipparcos | filename: hip_main.dat
J222119.33+281950.0:p1A-1B,212097,,,,,5.37,, | ref_idsys: HD | id: 212097 | catalogue: Hipparcos | filename: hip_main.dat
J222121.14+414747.7:p1-2,212153,,,,,3.25,, | ref_idsys: HD | id: 212153 | catalogue: Hipparcos | filename: hip_main.dat
J222126.89+492338.0:p1-2,AX Lac,,,3.4778,,,, | ref_idsys: GCVS | id: AX Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222133.43-142724.8:p1-2,2957,0.17,,791.8,,,, | ref_idsys: SBC9 | id: 2957 | catalogue: SB9 | filename: orbits.dat
J222137.20-244648.0:p1-2,AU Aqr,,,0.41357515,,,, | ref_idsys: GCVS | id: AU Aqr | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222142.50+512203.0:p1-2,LU Lac,,,0.29880090000000004,,,, | ref_idsys: GCVS | id: LU Lac | catalogue: CEV; B/gcvs; V/119  | filename: catalog.dat; gcvs_cat.dat
J222143.50+530131.0:p1-2,LV Lac,,,13.170285,,,, | ref_idsys: GCVS | id: LV Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222157.55-204942.2:p1-2,212066,,,,,2.64,, | ref_idsys: HD | id: 212066 | catalogue: Hipparcos | filename: hip_main.dat
J222157.61-343112.4:p1-2,212025,,,,,10.85,, | ref_idsys: HD | id: 212025 | catalogue: Hipparcos | filename: hip_main.dat
J222157.90-024003.0:p1-2,GM Aqr,,,0.3672862,,,, | ref_idsys: GCVS | id: GM Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J222200.61-670503.2:p1-2,211808,,,,,5.61,, | ref_idsys: HD | id: 211808 | catalogue: Hipparcos | filename: hip_main.dat
J222204.89+550736.0:p1-2,LY Lac,,,1.5451769,,,, | ref_idsys: GCVS | id: LY Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222205.20+511314.0:p1-2,LW Lac,,,14.3963,,,, | ref_idsys: GCVS | id: LW Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222211.07+595905.7:p1-2,239937,,,,,4.4,, | ref_idsys: HD | id: 239937 | catalogue: Hipparcos | filename: hip_main.dat
J222218.69-041223.0:p1-2,GN Aqr,,,4.40445,,,, | ref_idsys: GCVS | id: GN Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J222221.40+552339.0:p1-2,LZ Lac,,,1.25070035,,,, | ref_idsys: GCVS | id: LZ Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222223.20+513304.0:p1-2,ZZ Lac,,,2.889,,,, | ref_idsys: GCVS | id: ZZ Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222226.74+452602.9:p1-2,212313,,,,,8.23,, | ref_idsys: HD | id: 212313 | catalogue: Hipparcos | filename: hip_main.dat
J222232.57+302127.1:p1-2,212280; 110462,,,,,6.89,, | ref_idsys: HD; HIP | id: 212280; 110462 | catalogue: J/MNRAS/349/1069 | filename: table1.dat
J222232.57+302127.1:p1A-1B,KX Peg; 212280; 1996,0.5005,,45.28275,,6.89,, | ref_idsys: GCVS; HD; SBC9 | id: KX Peg; 212280; 1996 | catalogue: J/MNRAS/349/1069; SB9 | filename: table1.dat; orbits.dat
J222236.33-560910.7:p1-2,212018,,,,,3.53,, | ref_idsys: HD | id: 212018 | catalogue: Hipparcos | filename: hip_main.dat
J222247.28-293710.1:p1-2,212146,,,,,26.070000000000004,, | ref_idsys: HD | id: 212146 | catalogue: Hipparcos | filename: hip_main.dat
J222248.20+850342.1:p1-2,213593,,,,,3.91,, | ref_idsys: HD | id: 213593 | catalogue: Hipparcos | filename: hip_main.dat
J222252.12-712827.3:p1-2,211851,,,,,1.7700000000000002,, | ref_idsys: HD | id: 211851 | catalogue: Hipparcos | filename: hip_main.dat
J222256.88+161927.8:p1-2,BB Peg; 110493; 1969,0.128,0.48,596.4205811679999,0.03,3.4250000000000003,79.9, | ref_idsys: GCVS; HIP; SBC9 | id: BB Peg; 110493; 1969 | catalogue: V/119 ; II/150A; CEV; J/A+A/311/523; B/gcvs; J/MNRAS/357/497; J/A+A/546/A69; ORB6; SB9 | filename: catalog.dat; table1; gcvs_cat.dat; table1.dat; orb6.dat; orbits.dat
J222257.99-181909.0:p1-2,3348,0.0,,0.70471,,,, | ref_idsys: SBC9 | id: 3348 | catalogue: SB9 | filename: orbits.dat
J222315.16+053848.7:p1-2,212317,,,,,5.88,, | ref_idsys: HD | id: 212317 | catalogue: Hipparcos | filename: hip_main.dat
J222315.89-151956.0:p1-2,BW Aqr; 1372,0.178,0.9,6.719697646153846,,7.0,88.40000000000002, | ref_idsys: GCVS; SBC9 | id: BW Aqr; 1372 | catalogue: II/150A; Svechnikov99; CEV; B/gcvs; SB9 | filename: catalog.dat; gcvs_cat.dat; orbits.dat
J222324.46-432423.5:p1-2,212208,,,,,9.44,, | ref_idsys: HD | id: 212208 | catalogue: Hipparcos | filename: hip_main.dat
J222329.09+322733.9:p1-2,110526; 22234+3228AB,0.2469230769230769,,39649.29230769231,1.4974615384615386,64.47,43.3, | ref_idsys: HIP; WDS | id: 110526; 22234+3228AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222333.96+452059.4:p1-2,212468,,,,,4.886666666666667,, | ref_idsys: HD | id: 212468 | catalogue: Hipparcos | filename: hip_main.dat
J222333.96+452059.4:p1-6,212468,,,,,4.886666666666667,, | ref_idsys: HD | id: 212468 | catalogue: Hipparcos | filename: hip_main.dat
J222339.64+205053.9:p1-2,212395,,,,,29.5,, | ref_idsys: HD | id: 212395 | catalogue: Hipparcos | filename: hip_main.dat
J222339.64+205053.9:p3-4,212395,,,,,29.5,, | ref_idsys: HD | id: 212395 | catalogue: Hipparcos | filename: hip_main.dat
J222341.30+524414.0:p1-2,MO Lac,,,5.0144945,,,, | ref_idsys: GCVS | id: MO Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222349.00+495832.0:p1-2,MP Lac,,,31.3957,,,, | ref_idsys: GCVS | id: MP Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222353.66-665539.3:p1-2,212091,,,,,13.050000000000002,, | ref_idsys: HD | id: 212091 | catalogue: Hipparcos | filename: hip_main.dat
J222354.79+540110.0:p1-2,EM Lac,,,0.389117125,,,74.3, | ref_idsys: GCVS | id: EM Lac | catalogue: CEV; J/A+A/311/523; B/gcvs; V/119  | filename: catalog.dat; table1; gcvs_cat.dat
J222405.00+684459.0:p1-2,V744 Cep,,,0.62455,,,, | ref_idsys: GCVS | id: V744 Cep | catalogue: B/gcvs | filename: gcvs_cat.dat
J222406.89-045012.8:c1,22241-0450AB,0.706,,54385.725,0.406,,162.2, | ref_idsys: WDS | id: 22241-0450AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table2.dat
J222406.89-045012.8:p1-2,15902; 212404; 110578,0.706,,54385.725,0.406,7.923333333333333,162.2, | ref_idsys: ADS; HD; HIP | id: 15902; 212404; 110578 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222406.89-045012.8:p1-4,15902; 212404; 110578,0.706,,54385.725,0.406,7.932307692307692,162.2, | ref_idsys: ADS; HD; HIP | id: 15902; 212404; 110578 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222406.89-045012.8:p1-6,15902; 212404; 110578,0.706,,54385.725,0.406,7.923333333333333,162.2, | ref_idsys: ADS; HD; HIP | id: 15902; 212404; 110578 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222406.89-045012.8:p1A-1B,15902; 212404; 110578; 22241-0450AB,0.706,,54385.725,0.406,7.930624999999999,162.2, | ref_idsys: ADS; HD; HIP; WDS | id: 15902; 212404; 110578; 22241-0450AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J222412.35+381446.8:p1-3,212524,,,,,8.06,, | ref_idsys: HD | id: 212524 | catalogue: Hipparcos | filename: hip_main.dat
J222412.35+381446.8:p1-4,212524,,,,,8.06,, | ref_idsys: HD | id: 212524 | catalogue: Hipparcos | filename: hip_main.dat
J222425.40+460851.0:p1-2,FX Lac,,,1.427895,,,, | ref_idsys: GCVS | id: FX Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222426.10+561014.0:p1-2,QU Lac,,,10.313875,,,, | ref_idsys: GCVS | id: QU Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222427.52+034904.5:p1-2,212472,,,,,1.55,, | ref_idsys: HD | id: 212472 | catalogue: Hipparcos | filename: hip_main.dat
J222436.89+411824.0:p1-2,V407 Lac,,,0.813076,,1.49,, | ref_idsys: GCVS | id: V407 Lac | catalogue: V/119  | filename: catalog.dat
J222445.50+223303.8:p1-3,15915; 110640,0.944,,44750.43,1.315,46.33,140.4, | ref_idsys: ADS; HIP | id: 15915; 110640 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222445.50+223303.8:p1A-1B,15915; 110640; 22248+2233AB,0.9439999999999998,,44750.43,1.315,46.33,140.4, | ref_idsys: ADS; HIP; WDS | id: 15915; 110640; 22248+2233AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222445.50+223303.8:p2-5,15915; 110640,0.944,,44750.43,1.315,46.33,140.4, | ref_idsys: ADS; HIP | id: 15915; 110640 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222448.84+284108.1:p1-2,212567,,,,,3.9599999999999995,, | ref_idsys: HD | id: 212567 | catalogue: Hipparcos | filename: hip_main.dat
J222502.67-380543.4:p1-2,212451,,,,,7.73,, | ref_idsys: HD | id: 212451 | catalogue: Hipparcos | filename: hip_main.dat
J222512.19+551231.0:p1-2,EO Lac,,,4.575298500000001,,,, | ref_idsys: GCVS | id: EO Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222513.60+511830.0:p1-2,AC Lac,,,1.6192,,,, | ref_idsys: GCVS | id: AC Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222516.62+012238.6:p1-2,2385,0.0,,84.07,,,, | ref_idsys: SBC9 | id: 2385 | catalogue: SB9 | filename: orbits.dat
J222523.29-391322.1:p1-2,212493,,,,,4.14,, | ref_idsys: HD | id: 212493 | catalogue: Hipparcos | filename: hip_main.dat
J222527.50+534729.0:p1-2,MV Lac,,,2.1059235000000003,,,, | ref_idsys: GCVS | id: MV Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222531.21-153555.8:p1-2,212560,,,,,10.94,, | ref_idsys: HD | id: 212560 | catalogue: Hipparcos | filename: hip_main.dat
J222531.89+514339.0:p1-2,EU Lac,,,2.332494,,,, | ref_idsys: GCVS | id: EU Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222546.27+534859.8:p1-2,2825,0.503,,1815.3,,,, | ref_idsys: SBC9 | id: 2825 | catalogue: SB9 | filename: orbits.dat
J222547.98-201413.0:p1-2,212600,,,,,2.58,, | ref_idsys: HD | id: 212600 | catalogue: Hipparcos | filename: hip_main.dat
J222551.80+461128.0:p1-2,UY Lac,,,11.4489,,,, | ref_idsys: GCVS | id: UY Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222556.47-450649.1:p1-2,212538,,,,,7.83,, | ref_idsys: HD | id: 212538 | catalogue: Hipparcos | filename: hip_main.dat
J222558.39+534653.7:p1-2,1373,0.35,,5.703,,,, | ref_idsys: SBC9 | id: 1373 | catalogue: SB9 | filename: orbits.dat
J222600.78+704615.2:p1-2,213022; 110725,0.27,,631.0000186666666,0.00508,6.51,55.0, | ref_idsys: HD; HIP | id: 213022; 110725 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J222608.10+511936.0:p1-2,AE Lac,,,1.4207,,,, | ref_idsys: GCVS | id: AE Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
