bsdb,id,e,q,period,a,parallax,i,notes
J222620.20+531615.0:p1-2,GS Lac,,,1.6771855,,,, | ref_idsys: GCVS | id: GS Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222634.24-164429.1:p1-3,15934; 212697; 110778,0.9,,1278375.0,14.88,16.599999999999998,44.13, | ref_idsys: ADS; HD; HIP | id: 15934; 212697; 110778 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222634.24-164429.1:p1A-1B,15934; 212697; 110778; 22266-1645AB,0.9,,1278375.0,14.88,17.785714285714285,44.13, | ref_idsys: ADS; HD; HIP; WDS | id: 15934; 212697; 110778; 22266-1645AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222634.24-164429.1:p2-1,15934; 212697; 110778,0.9,,1278375.0,14.88,16.599999999999998,44.13, | ref_idsys: ADS; HD; HIP | id: 15934; 212697; 110778 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222634.24-164429.1:p3A-3B,15934,0.9,,1278375.0,14.88,0.0,44.13, | ref_idsys: ADS | id: 15934 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222637.50+042337.6:p1-2,15935; 212754; 110785,0.43999999999999995,,77141.50000064999,1.22045,26.21,86.45, | ref_idsys: ADS; HD; HIP | id: 15935; 212754; 110785 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J222637.50+042337.6:p1A-1B,15935; 212754; 110785; 22266+0424AB,0.43999999999999995,,77141.50000054167,1.22045,26.21,86.45, | ref_idsys: ADS; HD; HIP; WDS | id: 15935; 212754; 110785; 22266+0424AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J222637.50+042337.6:p3-4,15935; 212754; 110785,0.43999999999999995,,77141.50000064999,1.22045,26.21,86.45, | ref_idsys: ADS; HD; HIP | id: 15935; 212754; 110785 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J222645.50+555004.0:p1-2,MW Lac,,,2.7981822000000003,,,, | ref_idsys: GCVS | id: MW Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222645.58+372636.3:p1-2,212883,,,,,1.6900000000000002,, | ref_idsys: HD | id: 212883 | catalogue: Hipparcos | filename: hip_main.dat
J222649.02-453707.6:p1-2,212648,,,,,5.26,, | ref_idsys: HD | id: 212648 | catalogue: Hipparcos | filename: hip_main.dat
J222652.10-192511.0:p1-2,AY Aqr,,,0.28199799999999997,,,, | ref_idsys: GCVS | id: AY Aqr | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222652.20+634305.2:p1-2,213023,,,,,-1.85,, | ref_idsys: HD | id: 213023 | catalogue: Hipparcos | filename: hip_main.dat
J222659.19-411753.3:p1-2,212685,,,,,8.39,, | ref_idsys: HD | id: 212685 | catalogue: Hipparcos | filename: hip_main.dat
J222700.59-371118.0:p1-2,RU Gru,,0.74,1.896626666666667,,0.0,, | ref_idsys: GCVS | id: RU Gru | catalogue: II/150A; CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222707.49+541053.6:p1-2,1374,0.16,,5.7786,,,, | ref_idsys: SBC9 | id: 1374 | catalogue: SB9 | filename: orbits.dat
J222716.17-402656.4:p1-2,212746,,,,,10.15,, | ref_idsys: HD | id: 212746 | catalogue: Hipparcos | filename: hip_main.dat
J222717.10+661000.0:p1-2,BR Cep,,,3.1677068,,,, | ref_idsys: GCVS | id: BR Cep | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222718.70+522305.0:p1-2,AG Lac,,0.52,0.7521835166666667,,,, | ref_idsys: GCVS | id: AG Lac | catalogue: V/115; B/gcvs; CEV | filename: table2.dat; gcvs_cat.dat; catalog.dat
J222720.00-645759.7:p1-2,212581,,,,,12.21,, | ref_idsys: HD | id: 212581 | catalogue: Hipparcos | filename: hip_main.dat
J222721.20-580002.0:p1-2,212661,,,,,7.81,, | ref_idsys: HD | id: 212661 | catalogue: Hipparcos | filename: hip_main.dat
J222733.59-001718.0:p1-2,GS Aqr,,,0.374066,,,, | ref_idsys: GCVS | id: GS Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J222734.39+542536.0:p1-2,EP Lac,,,2.05581285,,,, | ref_idsys: GCVS | id: EP Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222735.34+004022.2:p1-2,212902,,,,,3.6,, | ref_idsys: HD | id: 212902 | catalogue: Hipparcos | filename: hip_main.dat
J222749.61-171614.8:p1-2,212889,,,,,4.67,, | ref_idsys: HD | id: 212889 | catalogue: Hipparcos | filename: hip_main.dat
J222755.84-051654.4:p1A-1B,2270,0.176,,3028.0,,,, | ref_idsys: SBC9 | id: 2270 | catalogue: SB9 | filename: orbits.dat
J222759.20+574143.8:p1-10,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p1A-1B,15972; 239960; 110893; 22280+5742AB,0.4107142857142857,,16299.542142857143,2.392857142857143,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP; WDS | id: 15972; 239960; 110893; 22280+5742AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J222759.20+574143.8:p2-10,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222759.20+574143.8:p2-29,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222759.20+574143.8:p2-30,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222759.20+574143.8:p2-31,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222759.20+574143.8:p21-22,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p21-23,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p21-24,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p21-25,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p21-26,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p21-27,15972; 239960; 110893,0.4109090909090909,,16295.130681818182,2.3955454545454544,249.89333333333332,167.2, | ref_idsys: ADS; HD; HIP | id: 15972; 239960; 110893 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222759.20+574143.8:p21-28,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222759.20+574143.8:p2A-2B,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222759.20+574143.8:p32-33,15972,0.4109999999999999,,16293.072,2.3968,249.94,167.2, | ref_idsys: ADS | id: 15972 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222801.70+534100.0:p1-2,MZ Lac,,,3.1587975,,,, | ref_idsys: GCVS | id: MZ Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222802.06+245616.0:p1-2,2188,0.332,,3977.0,,,, | ref_idsys: SBC9 | id: 2188 | catalogue: SB9 | filename: orbits.dat
J222805.72+294208.8:p1-2,213024,,,,,4.06,, | ref_idsys: HD | id: 213024 | catalogue: Hipparcos | filename: hip_main.dat
J222807.40+121455.0:p1-2,15962; 212989; 110900,0.139,,202516.515,1.4,15.303,124.1, | ref_idsys: ADS; HD; HIP | id: 15962; 212989; 110900 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222807.40+121455.0:p1A-1B,15962; 212989; 110900; 2852; 22281+1215AB,0.1438125,,198328.77510416668,1.4,15.33,124.1, | ref_idsys: ADS; HD; HIP; SBC9; WDS | id: 15962; 212989; 110900; 2852; 22281+1215AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos; SB9 | filename: table1.dat; orb6.dat; hip_main.dat; orbits.dat
J222808.39-115325.2:p1-2,212948,,,,,5.849999999999999,, | ref_idsys: HD | id: 212948 | catalogue: Hipparcos | filename: hip_main.dat
J222811.51+171548.1:p1-2,213014,,,,,2.27,, | ref_idsys: HD | id: 213014 | catalogue: Hipparcos | filename: hip_main.dat
J222811.51+171548.1:p2A-2B,213014; 2820,0.7288,,27.8518,,2.27,, | ref_idsys: HD; SBC9 | id: 213014; 2820 | catalogue: Hipparcos; SB9 | filename: hip_main.dat; orbits.dat
J222811.99+535612.0:p1-2,NO Lac,,,2.5000085,,,, | ref_idsys: GCVS | id: NO Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222812.99+531302.0:p1-2,NN Lac,,,15.718895,,,, | ref_idsys: GCVS | id: NN Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222813.38+233157.6:p1-2,213013,,,,,21.59,, | ref_idsys: HD | id: 213013 | catalogue: Hipparcos | filename: hip_main.dat
J222829.38+483234.1:p1-2,213141,,,,,2.09,, | ref_idsys: HD | id: 213141 | catalogue: Hipparcos | filename: hip_main.dat
J222829.75+511018.6:p1A-1B,2239,0.25,,318.32,,,, | ref_idsys: SBC9 | id: 2239 | catalogue: SB9 | filename: orbits.dat
J222835.80+180134.0:p1-2,UX Peg,,0.4175,1.544614572,,1.0,83.5, | ref_idsys: GCVS | id: UX Peg | catalogue: J/A+A/417/263; II/150A; CEV; B/gcvs | filename: table3.dat; catalog.dat; gcvs_cat.dat; table2.dat
J222838.40+475813.0:p1-2,BB Lac,,0.67,3.8659733333333333,,0.0,, | ref_idsys: GCVS | id: BB Lac | catalogue: II/150A; B/gcvs; CEV | filename: catalog.dat; gcvs_cat.dat
J222844.87-383930.0:p1-2,212964,,,,,12.68,, | ref_idsys: HD | id: 212964 | catalogue: Hipparcos | filename: hip_main.dat
J222849.70-000113.0:p1-2,15971; 213051; 110960,0.35940000000000005,,117764.0511,2.1489000000000003,34.932857142857145,88.0, | ref_idsys: ADS; HD; HIP | id: 15971; 213051; 110960 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222849.79-000111.8:c1B,22288-0001AB,0.343,,177767.175,3.38,,141.7, | ref_idsys: WDS | id: 22288-0001AB | catalogue: ORB6 | filename: orb6.dat
J222849.79-000111.8:p1-2,15971; 213051; 213052; 110960; 22288-0001AB,0.3727586206896552,,119600.59611206896,2.1969396551724136,35.35821428571428,96.66129032258064, | ref_idsys: ADS; HD; HIP; WDS | id: 15971; 213051; 213052; 110960; 22288-0001AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J222849.79-000111.8:p1-3,15971,0.35940000000000005,,117764.0511,2.1489000000000003,35.5,88.0, | ref_idsys: ADS | id: 15971 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222849.79-000111.8:p1-4,15971,0.35940000000000005,,117764.0511,2.1489000000000003,35.5,88.0, | ref_idsys: ADS | id: 15971 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222849.79-000111.8:p1A-1B,15971; 213052; 110960,0.3750731707317073,,114224.48996341463,2.0872682926829267,35.5,87.99999999999999, | ref_idsys: ADS; HD; HIP | id: 15971; 213052; 110960 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J222849.90+534616.0:p1-2,DG Lac,,0.5575,2.206496233333333,,1.0,82.5, | ref_idsys: GCVS | id: DG Lac | catalogue: J/A+A/417/263; II/150A; CEV; B/gcvs | filename: table3.dat; catalog.dat; table2.dat; gcvs_cat.dat
J222856.75+563611.6:p1-2,1375,0.35,,3.532,,,, | ref_idsys: SBC9 | id: 1375 | catalogue: SB9 | filename: orbits.dat
J222902.66-095608.7:p1-2,213067,,,,,8.63,, | ref_idsys: HD | id: 213067 | catalogue: Hipparcos | filename: hip_main.dat
J222902.66-095608.7:p1-3,213067,,,,,8.63,, | ref_idsys: HD | id: 213067 | catalogue: Hipparcos | filename: hip_main.dat
J222902.66-095608.7:p1A-1B,213067,,,,,8.63,, | ref_idsys: HD | id: 213067 | catalogue: Hipparcos | filename: hip_main.dat
J222912.50-565212.0:p1-2,EI Tuc,,,3.64523,,,, | ref_idsys: GCVS | id: EI Tuc | catalogue: B/gcvs | filename: gcvs_cat.dat
J222918.27-692616.3:p1-2,212806,,,,,3.8800000000000003,, | ref_idsys: HD | id: 212806 | catalogue: Hipparcos | filename: hip_main.dat
J222918.53-093946.5:p1-2,213123,,,,,1.03,, | ref_idsys: HD | id: 213123 | catalogue: Hipparcos | filename: hip_main.dat
J222920.89+494209.0:p1-2,NR Lac,,,0.6048019,,,, | ref_idsys: GCVS | id: NR Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J222923.75-483021.8:p1-2,212997,,,,,9.04,, | ref_idsys: HD | id: 212997 | catalogue: Hipparcos | filename: hip_main.dat
J222929.80+495952.0:p1-2,NS Lac,,,1.0155831499999999,,,, | ref_idsys: GCVS | id: NS Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222931.83+474225.0:p1-2,1376,0.49,,15321.9,,,, | ref_idsys: SBC9 | id: 1376 | catalogue: SB9 | filename: orbits.dat
J222932.61+295919.4:p1-2,213234,,,,,7.8,, | ref_idsys: HD | id: 213234 | catalogue: Hipparcos | filename: hip_main.dat
J222932.83-001216.8:p1-2,213162,,,,,8.21,, | ref_idsys: HD | id: 213162 | catalogue: Hipparcos | filename: hip_main.dat
J222932.83-001216.8:p1A-1B,213162,,,,,8.21,, | ref_idsys: HD | id: 213162 | catalogue: Hipparcos | filename: hip_main.dat
J222946.18+681316.1:p1-2,1646,0.4974,,2150.7,,,, | ref_idsys: SBC9 | id: 1646 | catalogue: SB9 | filename: orbits.dat
J222946.20-713108.9:p1-2,CT Ind,,,0.832102,,,, | ref_idsys: GCVS | id: CT Ind | catalogue: B/gcvs | filename: gcvs_cat.dat
J222951.83-310047.8:p1-2,213136,,,,,14.1,, | ref_idsys: HD | id: 213136 | catalogue: Hipparcos | filename: hip_main.dat
J222954.80+522856.0:p1-2,VV Lac,,,3.4547,,,, | ref_idsys: GCVS | id: VV Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J222957.95+042555.3:p1-2,15988; 213235; 111062; 22300+0426AB,0.49093333333333333,,45656.25,0.7138666666666666,19.21,89.0, | ref_idsys: ADS; HD; HIP; WDS | id: 15988; 213235; 111062; 22300+0426AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J223001.97+255627.6:p1-2,213291,,,,,12.21,, | ref_idsys: HD | id: 213291 | catalogue: Hipparcos | filename: hip_main.dat
J223005.73+544724.5:p1-2,1380,0.24,,2.9833,,,, | ref_idsys: SBC9 | id: 1380 | catalogue: SB9 | filename: orbits.dat
J223006.47+492122.6:p1-2,213389; 111072,,,,,8.18,, | ref_idsys: HD; HIP | id: 213389; 111072 | catalogue: J/MNRAS/349/1069 | filename: table1.dat
J223006.47+492122.6:p1A-1B,213389; 1377,0.02,,17.755,,8.18,, | ref_idsys: HD; SBC9 | id: 213389; 1377 | catalogue: J/MNRAS/349/1069; SB9 | filename: table1.dat; orbits.dat
J223009.32-292424.8:p1-2,213185,,,,,12.81,, | ref_idsys: HD | id: 213185 | catalogue: Hipparcos | filename: hip_main.dat
J223014.50+222800.1:p1-2,15992; 213315; 111082; 22302+2228AB,0.8311489361702128,,196555.40186170212,0.5152340425531915,6.927575757575758,31.5, | ref_idsys: ADS; HD; HIP; WDS | id: 15992; 213315; 111082; 22302+2228AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J223026.30+543706.0:p1-2,TW Lac; 1381,0.0,0.442,3.0374381464285714,12.300000000000002,0.0,85.75, | ref_idsys: GCVS; SBC9 | id: TW Lac; 1381 | catalogue: V/115; J/A+A/417/263; II/150A; CEV; J/MNRAS/491/5489; B/gcvs; Svechnikov84; SB9 | filename: table1.dat; table3.dat; catalog.dat; tablea1.dat; gcvs_cat.dat; table2.dat; orbits.dat
J223026.56-513308.6:p1-2,213139,,,,,2.35,, | ref_idsys: HD | id: 213139 | catalogue: Hipparcos | filename: hip_main.dat
J223029.25+430724.1:p1-2,1378,0.3,,880.0,,,, | ref_idsys: SBC9 | id: 1378 | catalogue: SB9 | filename: orbits.dat
J223032.61+613725.9:p1-2,213530,,,,,2.13,, | ref_idsys: HD | id: 213530 | catalogue: Hipparcos | filename: hip_main.dat
J223032.86-080653.1:p1-2,213293,,,,,10.27,, | ref_idsys: HD | id: 213293 | catalogue: Hipparcos | filename: hip_main.dat
J223035.87+533144.6:p1-2,213495,,,,,2.93,, | ref_idsys: HD | id: 213495 | catalogue: Hipparcos | filename: hip_main.dat
J223035.87+533144.6:p1-3,213495,,,,,2.93,, | ref_idsys: HD | id: 213495 | catalogue: Hipparcos | filename: hip_main.dat
J223038.81-104040.5:p1-2,213320,,,,,12.29,, | ref_idsys: HD | id: 213320 | catalogue: Hipparcos | filename: hip_main.dat
J223042.60+175827.9:p1-2,213392; 111125; 22307+1758AB,0.5634761904761905,,63379.57142857143,0.3758571428571429,5.835,110.7, | ref_idsys: HD; HIP; WDS | id: 213392; 111125; 22307+1758AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J223049.34-241005.7:p1-2,213295,,,,,2.62,, | ref_idsys: HD | id: 213295 | catalogue: Hipparcos | filename: hip_main.dat
J223113.39-225948.0:p1-2,KX Aqr,,,2.073225,,,, | ref_idsys: GCVS | id: KX Aqr | catalogue: B/gcvs | filename: gcvs_cat.dat
J223114.90+505220.8:p1-2,213557,,,,,4.42,, | ref_idsys: HD | id: 213557 | catalogue: Hipparcos | filename: hip_main.dat
J223115.80+633122.0:p1-2,WX Cep; 1383,0.0,1.0,3.37846446875,,1.0,85.40000000000002, | ref_idsys: GCVS; SBC9 | id: WX Cep; 1383 | catalogue: II/150A; Svechnikov84; Svechnikov99; B/gcvs; CEV; SB9 | filename: catalog.dat; table2.dat; gcvs_cat.dat; orbits.dat
J223118.22-063316.4:p1-2,213429; 111170; 1479; 22313-0633AB,0.3801827931034483,,630.2264043103448,0.07168888888888889,39.35,67.0, | ref_idsys: HD; HIP; SBC9; WDS | id: 213429; 111170; 1479; 22313-0633AB | catalogue: ORB6; J/A+A/546/A69; SB9 | filename: orb6.dat; table1.dat; orbits.dat; table2.dat
J223118.41-025440.5:p1-2,213428; 1379,0.5,,2866.0,,8.07,, | ref_idsys: HD; SBC9 | id: 213428; 1379 | catalogue: Hipparcos; SB9 | filename: hip_main.dat; orbits.dat
J223134.35+293233.9:p1-2,1382,0.02,,2.341,,,, | ref_idsys: SBC9 | id: 1382 | catalogue: SB9 | filename: orbits.dat
J223136.21+020943.8:p1-2,1703,0.1725,,492.25,,,, | ref_idsys: SBC9 | id: 1703 | catalogue: SB9 | filename: orbits.dat
J223139.20+552423.0:p1-2,NW Lac,,,1.5109886,,,, | ref_idsys: GCVS | id: NW Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J223151.19+523647.5:p1-2,213632,,,,,2.54,, | ref_idsys: HD | id: 213632 | catalogue: Hipparcos | filename: hip_main.dat
J223206.30+535733.0:p1-2,ES Lac,,,4.459324499999999,,,, | ref_idsys: GCVS | id: ES Lac | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J223208.80-660926.5:p1-2,213257,,,,,8.2,, | ref_idsys: HD | id: 213257 | catalogue: Hipparcos | filename: hip_main.dat
J223211.31-105420.0:p1-2,213464; 111200,0.0,,829.97613425,0.007809999999999934,13.97,95.66, | ref_idsys: HD; HIP | id: 213464; 111200 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J223211.31-105420.0:p3-4,213464; 111200,0.0,,829.97613425,0.007809999999999934,13.97,95.66, | ref_idsys: HD; HIP | id: 213464; 111200 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J223215.60+645840.0:p1-2,BU Cep,,,1.4143940000000002,,,, | ref_idsys: GCVS | id: BU Cep | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J223217.57+551158.8:p1-2,213719,,,,,6.75,, | ref_idsys: HD | id: 213719 | catalogue: Hipparcos | filename: hip_main.dat
J223220.18+515538.8:p1-2,213703,,,,,1.97,, | ref_idsys: HD | id: 213703 | catalogue: Hipparcos | filename: hip_main.dat
J223221.20+520733.0:p1-2,V335 Lac,,,1.957055,,,, | ref_idsys: GCVS | id: V335 Lac | catalogue: B/gcvs | filename: gcvs_cat.dat
J223225.10+670903.0:p1-2,XZ Cep; 1384,0.12,0.4575,5.09715001875,37.86,1.0,88.7, | ref_idsys: GCVS; SBC9 | id: XZ Cep; 1384 | catalogue: V/115; II/150A; CEV; J/MNRAS/491/5489; B/gcvs; SB9 | filename: table1.dat; catalog.dat; tablea1.dat; gcvs_cat.dat; orbits.dat
J223230.62+590137.7:p1-2,213758,,,,,6.71,, | ref_idsys: HD | id: 213758 | catalogue: Hipparcos | filename: hip_main.dat
J223235.00+482543.0:p1-2,BW Lac,,,12.108,,,, | ref_idsys: GCVS | id: BW Lac | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J223238.00-474247.0:p1-2,DW Gru,,,7.3334,,,, | ref_idsys: GCVS | id: DW Gru | catalogue: B/gcvs | filename: gcvs_cat.dat
J223248.59+102417.6:p1A-1B,2225,0.399,,2918.0,,,, | ref_idsys: SBC9 | id: 2225 | catalogue: SB9 | filename: orbits.dat
J223253.69+492314.6:p1-2,16046; 213776; 111303; 22329+4923AB,0.62,,22864.65,0.21,10.165625,28.0, | ref_idsys: ADS; HD; HIP; WDS | id: 16046; 213776; 111303; 22329+4923AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J223256.86+534740.7:c1B,22329+5348AB,0.668,,18594.8775,0.489,,, | ref_idsys: WDS | id: 22329+5348AB | catalogue: J/A+A/546/A69 | filename: table2.dat
J223256.86+534740.7:p1-2,111293; 22329+5348AB,0.668,,18594.8775,0.489,41.0,34.1, | ref_idsys: HIP; WDS | id: 111293; 22329+5348AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat; table2.dat
J223256.86+534740.7:p1A-1B,111293,0.668,,18594.8775,0.489,41.0,34.1, | ref_idsys: HIP | id: 111293 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J223256.86+534740.7:p5-6,111293,0.668,,18594.8775,0.489,41.0,34.1, | ref_idsys: HIP | id: 111293 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J223256.86+534740.7:p5-7,111293,0.668,,18594.8775,0.489,41.0,34.1, | ref_idsys: HIP | id: 111293 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J223302.70+695448.1:c1,22330+6955AB,0.272,,79916.7,0.759,,77.7, | ref_idsys: WDS | id: 22330+6955AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table2.dat
J223302.70+695448.1:p1A-1B,16057; 213973; 111314; 22330+6955AB,0.272,,79916.7,0.759,12.955714285714285,77.7, | ref_idsys: ADS; HD; HIP; WDS | id: 16057; 213973; 111314; 22330+6955AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J223302.86+695449.3:p1-2,16057; 111314,0.272,,79916.7,0.759,12.87,77.7, | ref_idsys: ADS; HIP | id: 16057; 111314 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
